UniProt_AC,InterPro_ID,InterPro_Name,Signature_ID,Start,End
A6NGE4,IPR001680,WD40 repeat,PF00400,473,508
A6NGE4,IPR001680,WD40 repeat,PS50082,192,224
A6NGE4,IPR001680,WD40 repeat,SM00320,185,224
A6NGE4,IPR001680,WD40 repeat,SM00320,227,269
A6NGE4,IPR001680,WD40 repeat,SM00320,278,315
A6NGE4,IPR001680,WD40 repeat,SM00320,322,363
A6NGE4,IPR001680,WD40 repeat,SM00320,372,418
A6NGE4,IPR001680,WD40 repeat,SM00320,424,466
A6NGE4,IPR001680,WD40 repeat,SM00320,469,509
A6NGE4,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,179,520
A6NGE4,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,183,508
A6NGH8,IPR002110,Ankyrin repeat,PF12796,259,317
A6NGH8,IPR002110,Ankyrin repeat,PF13637,172,221
A6NGH8,IPR002110,Ankyrin repeat,PR01415,201,216
A6NGH8,IPR002110,Ankyrin repeat,PR01415,260,274
A6NGH8,IPR002110,Ankyrin repeat,PS50088,75,107
A6NGH8,IPR002110,Ankyrin repeat,PS50088,167,199
A6NGH8,IPR002110,Ankyrin repeat,PS50088,200,232
A6NGH8,IPR002110,Ankyrin repeat,PS50088,234,276
A6NGH8,IPR002110,Ankyrin repeat,PS50088,277,309
A6NGH8,IPR002110,Ankyrin repeat,SM00248,75,104
A6NGH8,IPR002110,Ankyrin repeat,SM00248,167,196
A6NGH8,IPR002110,Ankyrin repeat,SM00248,200,229
A6NGH8,IPR002110,Ankyrin repeat,SM00248,234,273
A6NGH8,IPR002110,Ankyrin repeat,SM00248,277,306
A6NGJ6,IPR003877,SPRY domain,PF00622,339,447
A6NGJ6,IPR003877,SPRY domain,SM00449,337,449
A6NHN0,IPR008983,Tumour necrosis factor-like domain superfamily,G3DSA:2.60.120.40,333,475
A6NHN0,IPR008983,Tumour necrosis factor-like domain superfamily,SSF49842,341,469
A6NHR9,IPR010935,SMCs flexible hinge,PF06470,1722,1846
A6NHR9,IPR010935,SMCs flexible hinge,SM00968,1720,1847
A6NHR9,IPR036277,SMCs flexible hinge superfamily,SSF75553,1688,1875
A6NHY2,IPR000488,Death domain,PS50017,441,515
A6NHY2,IPR002110,Ankyrin repeat,PF00023,166,199
A6NHY2,IPR002110,Ankyrin repeat,PF12796,74,163
A6NHY2,IPR002110,Ankyrin repeat,PF12796,230,296
A6NHY2,IPR002110,Ankyrin repeat,PF12796,305,388
A6NHY2,IPR002110,Ankyrin repeat,PR01415,235,250
A6NHY2,IPR002110,Ankyrin repeat,PR01415,349,363
A6NHY2,IPR002110,Ankyrin repeat,PS50088,100,132
A6NHY2,IPR002110,Ankyrin repeat,PS50088,133,165
A6NHY2,IPR002110,Ankyrin repeat,PS50088,166,188
A6NHY2,IPR002110,Ankyrin repeat,PS50088,234,266
A6NHY2,IPR002110,Ankyrin repeat,PS50088,300,332
A6NHY2,IPR002110,Ankyrin repeat,PS50088,333,365
A6NHY2,IPR002110,Ankyrin repeat,SM00248,67,96
A6NHY2,IPR002110,Ankyrin repeat,SM00248,100,129
A6NHY2,IPR002110,Ankyrin repeat,SM00248,133,162
A6NHY2,IPR002110,Ankyrin repeat,SM00248,166,197
A6NHY2,IPR002110,Ankyrin repeat,SM00248,201,233
A6NHY2,IPR002110,Ankyrin repeat,SM00248,234,263
A6NHY2,IPR002110,Ankyrin repeat,SM00248,267,296
A6NHY2,IPR002110,Ankyrin repeat,SM00248,300,329
A6NHY2,IPR002110,Ankyrin repeat,SM00248,333,362
A6NHY2,IPR002110,Ankyrin repeat,SM00248,366,398
A6NI03,IPR003877,SPRY domain,PF00622,339,447
A6NI03,IPR003877,SPRY domain,SM00449,337,449
A6NI28,IPR001452,SH3 domain,PF14604,823,871
A6NI28,IPR001452,SH3 domain,PS50002,816,874
A6NI28,IPR001452,SH3 domain,SM00326,819,874
A6NI28,IPR004148,BAR domain,PF16746,6,247
A6NI28,IPR036028,SH3-like domain superfamily,SSF50044,818,873
A6NI47,IPR002110,Ankyrin repeat,PF00023,238,270
A6NI47,IPR002110,Ankyrin repeat,PF12796,143,236
A6NI47,IPR002110,Ankyrin repeat,PF12796,286,360
A6NI47,IPR002110,Ankyrin repeat,PR01415,173,188
A6NI47,IPR002110,Ankyrin repeat,PR01415,254,268
A6NI47,IPR002110,Ankyrin repeat,PS50088,172,204
A6NI47,IPR002110,Ankyrin repeat,PS50088,238,270
A6NI47,IPR002110,Ankyrin repeat,PS50088,271,303
A6NI47,IPR002110,Ankyrin repeat,PS50088,304,336
A6NI47,IPR002110,Ankyrin repeat,SM00248,172,201
A6NI47,IPR002110,Ankyrin repeat,SM00248,205,234
A6NI47,IPR002110,Ankyrin repeat,SM00248,238,267
A6NI47,IPR002110,Ankyrin repeat,SM00248,271,300
A6NI47,IPR002110,Ankyrin repeat,SM00248,304,333
A6NI47,IPR002110,Ankyrin repeat,SM00248,337,367
A6NI72,IPR001452,SH3 domain,PF00018,163,208
A6NI72,IPR001452,SH3 domain,PF00018,233,278
A6NI72,IPR001452,SH3 domain,PS50002,157,216
A6NI72,IPR001452,SH3 domain,PS50002,227,286
A6NI72,IPR001452,SH3 domain,SM00326,160,215
A6NI72,IPR001452,SH3 domain,SM00326,230,285
A6NI72,IPR036028,SH3-like domain superfamily,SSF50044,150,217
A6NI72,IPR036028,SH3-like domain superfamily,SSF50044,218,332
A6NIK2,IPR001611,Leucine-rich repeat,PF13855,44,102
A6NIK2,IPR001611,Leucine-rich repeat,PS51450,183,204
A6NIR3,IPR002110,Ankyrin repeat,PF12796,593,681
A6NIR3,IPR002110,Ankyrin repeat,PS50088,623,655
A6NIR3,IPR002110,Ankyrin repeat,SM00248,623,652
A6NIR3,IPR002110,Ankyrin repeat,SM00248,656,685
A6NIV6,IPR001611,Leucine-rich repeat,PF13855,49,106
A6NIV6,IPR001611,Leucine-rich repeat,PF13855,120,177
A6NIV6,IPR001611,Leucine-rich repeat,PF13855,220,269
A6NIV6,IPR001611,Leucine-rich repeat,PF13855,421,478
A6NIV6,IPR001611,Leucine-rich repeat,PS51450,235,256
A6NIV6,IPR001611,Leucine-rich repeat,PS51450,327,348
A6NJG2,IPR002110,Ankyrin repeat,PF12796,118,218
A6NJG2,IPR002110,Ankyrin repeat,PS50088,186,207
A6NJG2,IPR002110,Ankyrin repeat,SM00248,112,141
A6NJG2,IPR002110,Ankyrin repeat,SM00248,147,176
A6NJG2,IPR002110,Ankyrin repeat,SM00248,186,216
A6NJI9,IPR001611,Leucine-rich repeat,PS51450,68,89
A6NJI9,IPR001611,Leucine-rich repeat,PS51450,90,111
A6NJW4,IPR001611,Leucine-rich repeat,PF13855,82,140
A6NJW4,IPR001611,Leucine-rich repeat,PS51450,104,125
A6NJW4,IPR001611,Leucine-rich repeat,PS51450,129,150
A6NJZ7,IPR001452,SH3 domain,PF07653,853,895
A6NJZ7,IPR001452,SH3 domain,PF07653,1590,1629
A6NJZ7,IPR001452,SH3 domain,PS50002,832,899
A6NJZ7,IPR001452,SH3 domain,PS50002,1452,1520
A6NJZ7,IPR001452,SH3 domain,PS50002,1569,1636
A6NJZ7,IPR001452,SH3 domain,SM00326,835,898
A6NJZ7,IPR001452,SH3 domain,SM00326,1455,1519
A6NJZ7,IPR001452,SH3 domain,SM00326,1572,1635
A6NJZ7,IPR003961,Fibronectin type III,PS50853,995,1083
A6NJZ7,IPR003961,Fibronectin type III,SM00060,993,1064
A6NJZ7,IPR003961,Fibronectin type III,SM00060,1086,1173
A6NJZ7,IPR003961,Fibronectin type III,cd00063,995,1080
A6NJZ7,IPR036028,SH3-like domain superfamily,SSF50044,826,903
A6NJZ7,IPR036028,SH3-like domain superfamily,SSF50044,1443,1522
A6NJZ7,IPR036028,SH3-like domain superfamily,SSF50044,1560,1635
A6NJZ7,IPR036116,Fibronectin type III superfamily,SSF49265,995,1131
A6NK02,IPR003877,SPRY domain,PF00622,348,461
A6NK02,IPR003877,SPRY domain,SM00449,346,465
A6NK59,IPR002110,Ankyrin repeat,PF12796,61,148
A6NK59,IPR002110,Ankyrin repeat,PF12796,156,240
A6NK59,IPR002110,Ankyrin repeat,PF12796,253,341
A6NK59,IPR002110,Ankyrin repeat,PF12796,349,413
A6NK59,IPR002110,Ankyrin repeat,PR01415,217,232
A6NK59,IPR002110,Ankyrin repeat,PR01415,264,278
A6NK59,IPR002110,Ankyrin repeat,PS50088,117,149
A6NK59,IPR002110,Ankyrin repeat,PS50088,150,182
A6NK59,IPR002110,Ankyrin repeat,PS50088,183,215
A6NK59,IPR002110,Ankyrin repeat,PS50088,216,240
A6NK59,IPR002110,Ankyrin repeat,PS50088,248,280
A6NK59,IPR002110,Ankyrin repeat,PS50088,313,345
A6NK59,IPR002110,Ankyrin repeat,PS50088,385,417
A6NK59,IPR002110,Ankyrin repeat,SM00248,82,110
A6NK59,IPR002110,Ankyrin repeat,SM00248,117,146
A6NK59,IPR002110,Ankyrin repeat,SM00248,150,179
A6NK59,IPR002110,Ankyrin repeat,SM00248,183,214
A6NK59,IPR002110,Ankyrin repeat,SM00248,216,245
A6NK59,IPR002110,Ankyrin repeat,SM00248,248,277
A6NK59,IPR002110,Ankyrin repeat,SM00248,281,309
A6NK59,IPR002110,Ankyrin repeat,SM00248,313,342
A6NK59,IPR002110,Ankyrin repeat,SM00248,355,384
A6NK59,IPR002110,Ankyrin repeat,SM00248,385,414
A6NK59,IPR002110,Ankyrin repeat,SM00248,422,449
A6NKT7,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,1,145
A6NKT7,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,31,191
A6NKT7,IPR019734,Tetratricopeptide repeat,PF13181,66,92
A6NKT7,IPR019734,Tetratricopeptide repeat,PS50005,60,93
A6NKT7,IPR019734,Tetratricopeptide repeat,SM00028,60,93
A6NLI5,IPR003877,SPRY domain,PF00622,340,448
A6NLI5,IPR003877,SPRY domain,SM00449,338,450
A6NLP5,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,24,171
A6NLP5,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,47,184
A6NLP5,IPR019734,Tetratricopeptide repeat,PS50005,51,84
A6NLP5,IPR019734,Tetratricopeptide repeat,SM00028,51,84
A6NLP5,IPR019734,Tetratricopeptide repeat,SM00028,85,118
A6NLP5,IPR019734,Tetratricopeptide repeat,SM00028,123,156
A6NLU0,IPR003877,SPRY domain,PF00622,150,259
A6NLU0,IPR003877,SPRY domain,SM00449,148,270
A6NM11,IPR001611,Leucine-rich repeat,PF13855,892,948
A6NM11,IPR001611,Leucine-rich repeat,PS51450,914,935
A6NM36,IPR001611,Leucine-rich repeat,PF00560,73,93
A6NM36,IPR001611,Leucine-rich repeat,PF13855,119,173
A6NM36,IPR001611,Leucine-rich repeat,PS51450,141,163
A6NM36,IPR001611,Leucine-rich repeat,PS51450,233,254
A6NM62,IPR001611,Leucine-rich repeat,PF13855,36,93
A6NM62,IPR001611,Leucine-rich repeat,PF13855,132,193
A6NM62,IPR001611,Leucine-rich repeat,PS51450,158,179
A6NMD2,IPR043937,"Golgin subfamily A , C-terminal binding motif",PF19046,595,632
A6NMS7,IPR001611,Leucine-rich repeat,PF13855,892,948
A6NMS7,IPR001611,Leucine-rich repeat,PS51450,914,935
A6NN73,IPR043937,"Golgin subfamily A , C-terminal binding motif",PF19046,558,597
A6NNM3,IPR001452,SH3 domain,PF07653,853,895
A6NNM3,IPR001452,SH3 domain,PF07653,1590,1629
A6NNM3,IPR001452,SH3 domain,PS50002,832,899
A6NNM3,IPR001452,SH3 domain,PS50002,1452,1520
A6NNM3,IPR001452,SH3 domain,PS50002,1569,1636
A6NNM3,IPR001452,SH3 domain,SM00326,835,898
A6NNM3,IPR001452,SH3 domain,SM00326,1455,1519
A6NNM3,IPR001452,SH3 domain,SM00326,1572,1635
A6NNM3,IPR003961,Fibronectin type III,PS50853,995,1083
A6NNM3,IPR003961,Fibronectin type III,SM00060,993,1064
A6NNM3,IPR003961,Fibronectin type III,SM00060,1085,1173
A6NNM3,IPR003961,Fibronectin type III,cd00063,995,1080
A6NNM3,IPR036028,SH3-like domain superfamily,SSF50044,826,903
A6NNM3,IPR036028,SH3-like domain superfamily,SSF50044,1443,1522
A6NNM3,IPR036028,SH3-like domain superfamily,SSF50044,1560,1635
A6NNM3,IPR036116,Fibronectin type III superfamily,SSF49265,995,1131
A6PVS8,IPR001611,Leucine-rich repeat,PS51450,73,94
A6QL63,IPR000210,BTB/POZ domain,PF00651,916,1020
A6QL63,IPR000210,BTB/POZ domain,PS50097,923,983
A6QL63,IPR000210,BTB/POZ domain,SM00225,923,1022
A6QL63,IPR002110,Ankyrin repeat,PF00023,603,632
A6QL63,IPR002110,Ankyrin repeat,PF12796,649,714
A6QL63,IPR002110,Ankyrin repeat,PS50088,603,635
A6QL63,IPR002110,Ankyrin repeat,PS50088,649,681
A6QL63,IPR002110,Ankyrin repeat,PS50088,687,713
A6QL63,IPR002110,Ankyrin repeat,SM00248,603,632
A6QL63,IPR002110,Ankyrin repeat,SM00248,649,678
A6QL63,IPR002110,Ankyrin repeat,SM00248,687,716
A6QL63,IPR002110,Ankyrin repeat,SM00248,730,760
A6QL64,IPR002110,Ankyrin repeat,PF12796,36,128
A6QL64,IPR002110,Ankyrin repeat,PF12796,135,227
A6QL64,IPR002110,Ankyrin repeat,PS50088,64,96
A6QL64,IPR002110,Ankyrin repeat,PS50088,97,129
A6QL64,IPR002110,Ankyrin repeat,PS50088,130,162
A6QL64,IPR002110,Ankyrin repeat,PS50088,163,195
A6QL64,IPR002110,Ankyrin repeat,PS50088,196,228
A6QL64,IPR002110,Ankyrin repeat,SM00248,31,60
A6QL64,IPR002110,Ankyrin repeat,SM00248,64,93
A6QL64,IPR002110,Ankyrin repeat,SM00248,97,126
A6QL64,IPR002110,Ankyrin repeat,SM00248,130,159
A6QL64,IPR002110,Ankyrin repeat,SM00248,163,192
A6QL64,IPR002110,Ankyrin repeat,SM00248,196,225
A7E2F4,IPR043937,"Golgin subfamily A , C-terminal binding motif",PF19046,586,631
A7E2S9,IPR002110,Ankyrin repeat,PF00023,137,169
A7E2S9,IPR002110,Ankyrin repeat,PF00023,171,202
A7E2S9,IPR002110,Ankyrin repeat,PF12796,42,135
A7E2S9,IPR002110,Ankyrin repeat,PR01415,72,87
A7E2S9,IPR002110,Ankyrin repeat,PR01415,153,167
A7E2S9,IPR002110,Ankyrin repeat,PS50088,71,103
A7E2S9,IPR002110,Ankyrin repeat,PS50088,137,169
A7E2S9,IPR002110,Ankyrin repeat,PS50088,170,202
A7E2S9,IPR002110,Ankyrin repeat,SM00248,71,100
A7E2S9,IPR002110,Ankyrin repeat,SM00248,104,133
A7E2S9,IPR002110,Ankyrin repeat,SM00248,137,166
A7E2S9,IPR002110,Ankyrin repeat,SM00248,170,199
A7KAX9,IPR001452,SH3 domain,PF14604,266,317
A7KAX9,IPR001452,SH3 domain,PS50002,259,321
A7KAX9,IPR001452,SH3 domain,SM00326,262,320
A7KAX9,IPR036028,SH3-like domain superfamily,SSF50044,259,335
A8MQT2,IPR043937,"Golgin subfamily A , C-terminal binding motif",PF19046,558,603
A8MT19,IPR001478,PDZ domain,SM00228,421,491
A8MT19,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,399,506
A8MT19,IPR036034,PDZ superfamily,SSF50156,399,488
A8MTL0,IPR000048,"IQ motif, EF-hand binding site",PF00612,12,30
A8MTL0,IPR000048,"IQ motif, EF-hand binding site",PF00612,69,87
A8MTL0,IPR000048,"IQ motif, EF-hand binding site",SM00015,10,32
A8MTL0,IPR000048,"IQ motif, EF-hand binding site",SM00015,66,88
A8MU46,IPR001715,Calponin homology domain,PF00307,381,481
A8MU46,IPR001715,Calponin homology domain,PS50021,378,484
A8MU46,IPR001715,Calponin homology domain,SM00033,380,479
A8MUH7,IPR001478,PDZ domain,PF00595,19,87
A8MUH7,IPR001478,PDZ domain,PF00595,123,202
A8MUH7,IPR001478,PDZ domain,PF00595,265,337
A8MUH7,IPR001478,PDZ domain,PS50106,12,93
A8MUH7,IPR001478,PDZ domain,PS50106,121,206
A8MUH7,IPR001478,PDZ domain,PS50106,261,341
A8MUH7,IPR001478,PDZ domain,SM00228,21,93
A8MUH7,IPR001478,PDZ domain,SM00228,129,206
A8MUH7,IPR001478,PDZ domain,SM00228,269,341
A8MUH7,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,5,107
A8MUH7,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,116,217
A8MUH7,IPR036034,PDZ superfamily,G3DSA:2.30.42.10,256,343
A8MUH7,IPR036034,PDZ superfamily,SSF50156,5,94
A8MUH7,IPR036034,PDZ superfamily,SSF50156,109,206
A8MUH7,IPR036034,PDZ superfamily,SSF50156,237,340
A8MVU1,IPR001452,SH3 domain,PF00018,138,183
A8MVU1,IPR001452,SH3 domain,PF00018,208,253
A8MVU1,IPR001452,SH3 domain,PR00452,135,145
A8MVU1,IPR001452,SH3 domain,PR00452,149,164
A8MVU1,IPR001452,SH3 domain,PR00452,166,175
A8MVU1,IPR001452,SH3 domain,PR00452,177,189
A8MVU1,IPR001452,SH3 domain,PS50002,132,191
A8MVU1,IPR001452,SH3 domain,PS50002,202,261
A8MVU1,IPR001452,SH3 domain,SM00326,135,190
A8MVU1,IPR001452,SH3 domain,SM00326,205,260
A8MVU1,IPR036028,SH3-like domain superfamily,SSF50044,131,192
A8MVU1,IPR036028,SH3-like domain superfamily,SSF50044,193,307
A8MXQ7,IPR002110,Ankyrin repeat,PF00023,227,251
A8MXQ7,IPR002110,Ankyrin repeat,PS50088,224,256
A8MXQ7,IPR002110,Ankyrin repeat,SM00248,191,220
A8MXQ7,IPR002110,Ankyrin repeat,SM00248,224,253
A8MYJ7,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,37,285
A8MYJ7,IPR011990,Tetratricopeptide-like helical domain superfamily,G3DSA:1.25.40.10,286,562
A8MYJ7,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,42,245
A8MYJ7,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,178,380
A8MYJ7,IPR011990,Tetratricopeptide-like helical domain superfamily,SSF48452,390,545
A8MYJ7,IPR019734,Tetratricopeptide repeat,PF13181,179,210
A8MYJ7,IPR019734,Tetratricopeptide repeat,PS50005,464,497
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,178,211
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,212,245
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,306,339
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,340,373
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,424,457
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,464,497
A8MYJ7,IPR019734,Tetratricopeptide repeat,SM00028,512,545
A8MYZ5,IPR000048,"IQ motif, EF-hand binding site",PF00612,44,62
A8MYZ5,IPR000048,"IQ motif, EF-hand binding site",PF00612,66,77
A9QM74,IPR000225,Armadillo,PF00514,103,143
A9QM74,IPR000225,Armadillo,PF00514,145,184
A9QM74,IPR000225,Armadillo,PF00514,188,228
A9QM74,IPR000225,Armadillo,PF00514,235,270
A9QM74,IPR000225,Armadillo,PF00514,273,311
A9QM74,IPR000225,Armadillo,PF00514,314,354
A9QM74,IPR000225,Armadillo,PF00514,358,394
A9QM74,IPR000225,Armadillo,PS50176,113,156
A9QM74,IPR000225,Armadillo,PS50176,156,184
A9QM74,IPR000225,Armadillo,PS50176,241,269
A9QM74,IPR000225,Armadillo,PS50176,283,325
A9QM74,IPR000225,Armadillo,PS50176,325,353
A9QM74,IPR000225,Armadillo,SM00185,102,143
A9QM74,IPR000225,Armadillo,SM00185,145,185
A9QM74,IPR000225,Armadillo,SM00185,187,228
A9QM74,IPR000225,Armadillo,SM00185,231,270
A9QM74,IPR000225,Armadillo,SM00185,272,312
A9QM74,IPR000225,Armadillo,SM00185,314,354
A9QM74,IPR000225,Armadillo,SM00185,356,396
A9QM74,IPR000225,Armadillo,SM00185,399,439
A9UHW6,IPR003890,"MIF4G-like, type 3",PF02854,7,203
A9UHW6,IPR003890,"MIF4G-like, type 3",SM00543,3,205
B1AJZ9,IPR000253,Forkhead-associated (FHA) domain,PF00498,18,85
B1AJZ9,IPR000253,Forkhead-associated (FHA) domain,PS50006,18,69
B1AJZ9,IPR000253,Forkhead-associated (FHA) domain,SM00240,17,69
B1AJZ9,IPR008984,SMAD/FHA domain superfamily,SSF49879,11,95
B1AK53,IPR002110,Ankyrin repeat,PF12796,8,101
B1AK53,IPR002110,Ankyrin repeat,PF12796,108,202
B1AK53,IPR002110,Ankyrin repeat,PF12796,224,302
B1AK53,IPR002110,Ankyrin repeat,PS50088,69,93
B1AK53,IPR002110,Ankyrin repeat,PS50088,103,127
B1AK53,IPR002110,Ankyrin repeat,PS50088,171,193
B1AK53,IPR002110,Ankyrin repeat,PS50088,205,227
B1AK53,IPR002110,Ankyrin repeat,PS50088,239,268
B1AK53,IPR002110,Ankyrin repeat,PS50088,271,303
B1AK53,IPR002110,Ankyrin repeat,SM00248,35,64
B1AK53,IPR002110,Ankyrin repeat,SM00248,69,99
B1AK53,IPR002110,Ankyrin repeat,SM00248,103,133
B1AK53,IPR002110,Ankyrin repeat,SM00248,137,167
B1AK53,IPR002110,Ankyrin repeat,SM00248,171,201
B1AK53,IPR002110,Ankyrin repeat,SM00248,205,235
B1AK53,IPR002110,Ankyrin repeat,SM00248,239,268
B1AK53,IPR002110,Ankyrin repeat,SM00248,271,300
B1ANS9,IPR001680,WD40 repeat,PF00400,492,528
B1ANS9,IPR001680,WD40 repeat,PS50082,362,403
B1ANS9,IPR001680,WD40 repeat,PS50082,496,537
B1ANS9,IPR001680,WD40 repeat,PS50082,863,894
B1ANS9,IPR001680,WD40 repeat,SM00320,151,190
B1ANS9,IPR001680,WD40 repeat,SM00320,313,351
B1ANS9,IPR001680,WD40 repeat,SM00320,355,394
B1ANS9,IPR001680,WD40 repeat,SM00320,447,483
B1ANS9,IPR001680,WD40 repeat,SM00320,487,528
B1ANS9,IPR001680,WD40 repeat,SM00320,638,675
B1ANS9,IPR001680,WD40 repeat,SM00320,762,798
B1ANS9,IPR001680,WD40 repeat,SM00320,856,895
B1ANS9,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,104,435
B1ANS9,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,436,580
B1ANS9,IPR015943,WD40/YVTN repeat-like-containing domain superfamily,G3DSA:2.130.10.10,645,923
B1ANS9,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,132,433
B1ANS9,IPR036322,WD40-repeat-containing domain superfamily,SSF50978,314,900
B2RNN3,IPR008983,Tumour necrosis factor-like domain superfamily,G3DSA:2.60.120.40,194,333
B2RNN3,IPR008983,Tumour necrosis factor-like domain superfamily,SSF49842,200,331
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",PF00612,1043,1063
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",PF00612,1076,1094
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",PF00612,1116,1136
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",PF00612,1139,1159
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",SM00015,1018,1040
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",SM00015,1041,1063
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",SM00015,1073,1095
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",SM00015,1114,1136
B2RTY4,IPR000048,"IQ motif, EF-hand binding site",SM00015,1137,1159
B2RU33,IPR002110,Ankyrin repeat,PF12796,143,236
B2RU33,IPR002110,Ankyrin repeat,PF12796,243,335
B2RU33,IPR002110,Ankyrin repeat,PR01415,173,188
B2RU33,IPR002110,Ankyrin repeat,PR01415,221,235
B2RU33,IPR002110,Ankyrin repeat,PS50088,172,204
B2RU33,IPR002110,Ankyrin repeat,PS50088,205,237
B2RU33,IPR002110,Ankyrin repeat,PS50088,238,270
B2RU33,IPR002110,Ankyrin repeat,PS50088,271,303
B2RU33,IPR002110,Ankyrin repeat,PS50088,304,336
B2RU33,IPR002110,Ankyrin repeat,SM00248,172,201
B2RU33,IPR002110,Ankyrin repeat,SM00248,205,234
B2RU33,IPR002110,Ankyrin repeat,SM00248,238,267
B2RU33,IPR002110,Ankyrin repeat,SM00248,271,300
B2RU33,IPR002110,Ankyrin repeat,SM00248,304,333
B2RU33,IPR002110,Ankyrin repeat,SM00248,337,366
B2RUY7,IPR001007,VWFC domain,PS01208,134,171
B2RUY7,IPR001007,VWFC domain,PS50184,114,172
B2RUY7,IPR001007,VWFC domain,SM00214,53,109
B2RUY7,IPR001007,VWFC domain,SM00214,116,171
B2RXF5,IPR000210,BTB/POZ domain,PF00651,15,121
B2RXF5,IPR000210,BTB/POZ domain,PS50097,24,92
B2RXF5,IPR000210,BTB/POZ domain,SM00225,24,122
B2RXH4,IPR000210,BTB/POZ domain,PF00651,25,121
B2RXH4,IPR000210,BTB/POZ domain,PS50097,34,102
B2RXH4,IPR000210,BTB/POZ domain,SM00225,34,132
B4E2M5,IPR002110,Ankyrin repeat,PF12796,12,103
B4E2M5,IPR002110,Ankyrin repeat,PS50088,43,75
B4E2M5,IPR002110,Ankyrin repeat,PS50088,76,108
B4E2M5,IPR002110,Ankyrin repeat,SM00248,7,37
B4E2M5,IPR002110,Ankyrin repeat,SM00248,43,72
B4E2M5,IPR002110,Ankyrin repeat,SM00248,76,105
B7ZBB8,IPR005036,CBM21 (carbohydrate binding type-21) domain,PF03370,213,349
B7ZBB8,IPR005036,CBM21 (carbohydrate binding type-21) domain,PS51159,210,350
B7ZBB8,IPR038175,CBM21 domain superfamily,G3DSA:2.60.40.2440,193,353
B7ZC32,IPR000253,Forkhead-associated (FHA) domain,PF00498,425,472
B7ZC32,IPR008984,SMAD/FHA domain superfamily,SSF49879,383,479
C9J1S8,IPR003877,SPRY domain,PF00622,340,449
C9J1S8,IPR003877,SPRY domain,SM00449,338,451
C9JJ37,IPR000210,BTB/POZ domain,PF00651,22,126
C9JJ37,IPR000210,BTB/POZ domain,PS50097,29,98
C9JJ37,IPR000210,BTB/POZ domain,SM00225,29,128
C9JR72,IPR000210,BTB/POZ domain,PF00651,10,102
C9JR72,IPR000210,BTB/POZ domain,PS50097,7,74
C9JR72,IPR006652,Kelch repeat type 1,PF01344,202,244
C9JR72,IPR006652,Kelch repeat type 1,PF01344,247,292
C9JR72,IPR006652,Kelch repeat type 1,SM00612,210,258
C9JR72,IPR006652,Kelch repeat type 1,SM00612,259,305
C9JR72,IPR015915,Kelch-type beta-propeller,G3DSA:2.120.10.80,166,430
C9JR72,IPR015915,Kelch-type beta-propeller,SSF117281,168,425
C9JTQ0,IPR002110,Ankyrin repeat,PF12796,66,137
C9JTQ0,IPR002110,Ankyrin repeat,PS50088,46,82
C9JTQ0,IPR002110,Ankyrin repeat,PS50088,83,115
C9JTQ0,IPR002110,Ankyrin repeat,SM00248,46,79
C9JTQ0,IPR002110,Ankyrin repeat,SM00248,83,112
C9JTQ0,IPR002110,Ankyrin repeat,SM00248,116,145
D6RF30,IPR043937,"Golgin subfamily A , C-terminal binding motif",PF19046,593,630
E5RJM6,IPR002110,Ankyrin repeat,PF12796,45,133
E5RJM6,IPR002110,Ankyrin repeat,PF12796,138,200
E5RJM6,IPR002110,Ankyrin repeat,PF12796,273,364
E5RJM6,IPR002110,Ankyrin repeat,PR01415,74,89
E5RJM6,IPR002110,Ankyrin repeat,PR01415,284,298
